pais,country_code,year,pib_per_capita_ppc,formacao_bruta_capital_fixo_percent_pib,matricula_ensino_secundario_percent,comercio_percent_pib,investimento_estrangeiro_direto_percent_pib,populacao_total,emprego_industria_percent_emprego_total,valor_agregado_industrial_percent_pib,wgi_control_corruption,wgi_gov_effectiveness,wgi_political_stability,wgi_regulatory_quality,wgi_rule_law,wgi_voice_accountability,icrg_qog,populacao_total_log,investimento_estrangeiro_direto_percent_pib_log,country_id,time_idx
Angola,AGO,2023,0.016949149109104833,-1.2496302577872782,-0.43103260084853806,-0.6058903263898424,-0.9752329895693834,-0.05396041260448956,-1.4479962396467092,0.690044896002008,-0.6042661977638185,-0.051478348695809785,0.07763796992567584,-0.4700314530402132,-1.0136364363532497,-0.6582444466059801,0.1295544715440488,17.419646253007674,3.616168679744884,1,25
Albania,ALB,2018,1.1243234624492968,0.40408624612682464,1.2839082882634103,0.05120813257875083,0.6831902480357389,-0.26042624660958397,0.3398004842602099,-0.2562282800249713,0.0023200212374607228,-0.051478348695809785,0.6160431946192833,0.8082753311940414,0.2061389163774616,1.4019232294996866,0.24957405403467528,14.773992202961923,3.8502272729073574,2,22
Albania,ALB,2019,1.2128509612835117,0.2445550624940251,1.2908916507259256,0.04216240813792392,0.6620770308213382,-0.2606677249034082,0.38290910194592986,-0.32178303546004106,0.0023200212374607228,-0.051478348695809785,0.34684058227247955,1.021326561323618,0.2061389163774616,1.3862100848757328,0.41760146952155336,14.758560838015677,3.847566995754063,2,23
Albania,ALB,2020,1.1673416085783435,0.3164780533455042,1.1791051458702073,-0.4177778978012361,0.5458291135943804,-0.2609055083350285,0.43012577489459475,-0.2799251421913824,-0.6042661977638185,-0.051478348695809785,0.34684058227247955,1.021326561323618,0.34166951112531785,1.4193821044913615,0.41760146952155336,14.743129285137378,3.8327915721297092,2,24
Albania,ALB,2021,1.4305957173945358,0.5612783257194675,1.2419805587131318,0.04820184738536238,0.501745699404049,-0.2611396452823461,0.5484874014274326,-0.3659854349064406,-0.6042661977638185,-0.051478348695809785,0.07763796992567584,0.8082753311940414,0.4772001058731751,1.424619819366013,0.009534889053421761,14.727698083188026,3.8271308608533707,2,25
Albania,ALB,2022,1.6069905590957456,0.3768126355534313,1.2295705112412174,0.31229976501396967,0.6406261067462176,-0.26137020226497515,0.6138442226654525,-0.3168309869691867,-0.6042661977638185,-0.051478348695809785,0.07763796992567584,0.8082753311940414,0.4772001058731751,1.4769969681125255,0.10555055504592271,14.712266522664523,3.844856900027123,2,26
Albania,ALB,2023,1.7708097724342367,0.20593029087887058,1.1866197429053345,0.2442848944175672,0.5258308906328056,-0.2615972216135792,0.5322762394491911,-0.30554624072157993,-0.6042661977638185,-0.051478348695809785,0.34684058227247955,0.8082753311940414,0.4772001058731751,1.4543003782461992,0.15355838804217317,14.696835447868771,3.8302275887670207,2,27
Argentina,ARG,2018,2.8036889208951274,-0.8904293342079947,1.6769319315514903,-1.2516900314199724,-0.2633714871683935,-0.0061571441180269335,0.4149407962393568,-0.2590562339427686,0.60890624023874,1.1376896013079765,0.34684058227247955,0.8082753311940414,0.8837918901167451,1.5834975197447592,0.41760146952155225,17.614474221009356,3.7234061099708025,3,22
Argentina,ARG,2019,2.693058104791212,-1.0180789898695093,1.7055119318720033,-1.1975205841504513,-0.3897572529490107,-0.004230597005901264,0.3918612283957989,-0.3057844996943022,0.60890624023874,1.1376896013079765,0.07763796992567584,0.16912164080531122,0.4772001058731751,1.5834975197447592,0.681644551000933,17.621583229381496,3.7051872588273236,3,23
Argentina,ARG,2020,2.280202221068942,-1.0079520812014173,1.774944273759379,-1.2678948589061616,-0.42675664806786207,-0.0029092755794615016,0.4341700345307399,-0.36808707200100876,0.60890624023874,1.1376896013079765,0.07763796992567584,-0.04392958932426608,0.4772001058731751,1.5712758358562482,0.7056484674990585,17.626429885641404,3.6997902759540895,3,24
Argentina,ARG,2021,2.6436678682217374,-0.6429471609823177,1.8966331523435738,-1.184527585465176,-0.4094754935208139,-0.0021816961344110378,0.3740421391223488,-0.2773673942242054,0.60890624023874,1.1376896013079765,0.07763796992567584,-0.04392958932426608,0.612730700621032,1.5468335156222004,0.5376210520121805,17.629088679533112,3.7023146479937257,3,25
Argentina,ARG,2022,2.8723735820357112,-0.6032499899335096,1.8391166064971771,-1.2279804967720376,-0.23531755699655238,-0.0016034411286423905,0.46018243850889456,-0.22642546623123735,0.60890624023874,1.1376896013079765,0.07763796992567584,-0.04392958932426608,0.612730700621032,1.5538169608645733,0.41760146952155225,17.631196766797363,3.727405535499293,3,26
Argentina,ARG,2023,2.783181834252439,-0.49704887313663726,1.5285214859299137,-1.3701613886669681,0.003657547860858732,-0.0008142947570812481,0.5000406804644365,-0.13822137444947208,0.60890624023874,1.1376896013079765,-0.1915646424211279,0.5952241010644648,0.612730700621032,1.5136609722350844,0.41760146952155225,17.634066527953458,3.7608410287340126,3,27
Armenia,ARM,2018,0.9542370660810209,-0.7096501667862307,0.7116109611883724,0.537756433509683,-0.2786697871421421,-0.25824157920562235,0.1597430411849503,-0.17279710339095622,0.0023200212374607228,-0.051478348695809785,-0.1915646424211279,0.5952241010644648,0.4772001058731751,0.3212082349538056,-0.7345865223884667,14.903736090559581,3.7212183946986177,4,22
Armenia,ARM,2019,1.1309787969765723,-0.8219271985353719,0.8493149912522846,0.6935855294635312,-0.5163351387039921,-0.25828088625034484,0.17993625161254312,-0.154908293838756,0.0023200212374607228,-0.051478348695809785,-0.1915646424211279,0.5952241010644648,0.4772001058731751,0.4521511068200867,-0.7345865223884667,14.90154440197821,3.686601839582973,4,23
Armenia,ARM,2020,0.9566206010852911,-0.5843051113281924,0.9102479353840179,-0.11038632589845913,-0.5624812425344453,-0.2582869334879945,0.09026759741134387,-0.0013763062610529203,0.60890624023874,-0.051478348695809785,-0.1915646424211279,0.5952241010644648,0.4772001058731751,0.41897856343297074,-0.4945473574072131,14.901206792365823,3.679739362571593,4,24
Armenia,ARM,2021,1.0869318659721492,-0.1681078180415679,1.0181087726792382,0.15428890467137946,-0.19445569077624758,-0.25828209569787475,0.13426280848869213,-0.03905502229538726,0.60890624023874,-0.051478348695809785,-0.7299698671147353,0.5952241010644648,0.4772001058731751,0.44342140743850594,-0.44653952441096145,14.901476889173537,3.7332024185705035,4,25
Armenia,ARM,2022,1.3815934917995798,-0.18446786959601233,1.0262703081823692,0.868486987692694,0.20451670629559568,-0.25824036975809245,0.4727713684078376,-0.11618703874964903,0.60890624023874,-0.051478348695809785,-0.46076725476793157,0.5952241010644648,0.4772001058731751,0.4678642514440405,-0.44653952441096145,14.903803451016527,3.78810398772789,4,26
Armenia,ARM,2023,1.609072186870869,-0.24458572753349,0.9429637431266694,1.4350997997354664,-0.23512605780104778,-0.25827000122257554,0.3720214087944935,-0.3288890381041992,0.60890624023874,-0.051478348695809785,-0.999172479461539,0.8082753311940414,0.4772001058731751,0.43120024732148166,-0.44653952441096145,14.902151812198879,3.7274327811237047,4,27
Azerbaijan,AZE,2018,1.6659353565937012,-0.22997463427073406,1.634094688864565,0.5145431262865863,-0.1373374572687773,-0.21608767036761356,-0.4087847396719831,2.1142982739803804,-0.6042661977638185,-0.051478348695809785,-0.46076725476793157,-0.04392958932426608,-0.33598346261396533,-0.9253679052131943,-0.7345865223884667,16.11205464074393,3.741249610209653,5,22
Azerbaijan,AZE,2019,1.7138799822646507,-0.1771342781055753,1.6114591850041737,0.34477981173430194,-0.1130156086912243,-0.21557660621936972,-0.3529416161192908,1.8291724266937575,-0.6042661977638185,-0.051478348695809785,-0.46076725476793157,-0.04392958932426608,-0.33598346261396533,-0.9079090302215194,-0.7345865223884667,16.12052110715989,3.7446566708167865,5,23
Azerbaijan,AZE,2020,1.5675753661513776,0.009355871963508575,1.0137665796124082,-0.05539244117838949,-0.43998915913387954,-0.21516032647404587,-0.3607811763506594,1.2579510944520003,-0.6042661977638185,-0.051478348695809785,-0.7299698671147353,-0.04392958932426608,-0.33598346261396533,-0.9201301903385437,-0.7345865223884667,16.127364759733396,3.69785299880816,5,24
Azerbaijan,AZE,2021,1.7153625082818744,-0.7719927034751027,1.015401269137135,0.06839742685106004,-1.1674463805204673,-0.21489044430498144,-0.3296401939992681,1.8287487779410072,-0.6042661977638185,-0.051478348695809785,-0.7299698671147353,-0.04392958932426608,-0.33598346261396533,-0.9201301903385437,-0.7345865223884667,16.131776736655397,3.585126500121907,5,25
Azerbaijan,AZE,2022,1.856338319794301,-1.2834996218844226,0.9988236881748547,0.37853649915853094,-1.6007792858005296,-0.2148662190709571,-0.31081549991469093,2.438369374126642,-0.6042661977638185,-0.051478348695809785,-0.999172479461539,-0.04392958932426608,-0.20045286786610875,-0.8869581707229144,-0.7345865223884667,16.132171815278813,3.511393669940984,5,26
Azerbaijan,AZE,2023,1.8952612553858845,-0.6296018243787709,1.063571150574649,0.2786002131171638,-0.581810462135982,-0.21479243067715656,-0.31571613861155523,1.5810821927858185,-1.2108524167650978,-0.051478348695809785,-0.46076725476793157,-0.04392958932426608,-0.20045286786610875,-0.8991793308399386,-0.7345865223884667,16.133374236663716,3.6768508232006774,5,27
Burundi,BDI,2019,-1.1425607479921225,-0.09153061916490066,-0.7805766790465517,-0.15371666277275856,-0.4625422110640124,-0.20208489851949463,-1.9685894332766558,-0.7726773718287541,-1.2108524167650978,-0.051478348695809785,-0.999172479461539,-0.6830826831697902,-1.149167031101106,-1.0126633277145445,0.12955447154404823,16.321472073546268,3.6945424940217064,6,20
